,id,title,site
2084,2085,Idea rest client 使用(全) 真香,https://my.oschina.net/sanri/blog/3148034
2085,2086,在MyEclipse中添加Tomcat服务器,https://my.oschina.net/u/3986411/blog/3148032
2086,2087,Spring框架设计理念,https://my.oschina.net/u/4421238/blog/3148030
2087,2088,2019年有待验证的重大科学发现,http://jandan.net/2019/12/27/true-science.html
2088,2089,因星际争霸而撕裂的韩国,http://jandan.net/2019/12/27/national-crisis.html
2089,2090,世界上最大的圣诞树：两任教皇都点亮过,http://jandan.net/2019/12/27/town-lights-up.html
2090,2091,恒丰银行前董事长被判处死缓,http://www.ftchinese.com/story/001085701
2091,2092,贸易战停火前景助美股破纪录,http://www.ftchinese.com/story/001085699
2092,2093,[技巧]不启用开发者模式下：在Chrome OS 80上安装非Play商城应用,https://www.cnbeta.com/articles/tech/926201.htm
2093,2094,《唐人街探案》网剧1月1日开播 定档海报奇诡阴森,https://hot.cnbeta.com/articles/movie/926199.htm
2094,2095,国产C919大型客机106架机完成首次飞行,https://www.cnbeta.com/articles/tech/926197.htm
2095,2096,强迫喂食鹅鸭遭斥 法团队研发替代方法生产鹅肝,https://www.cnbeta.com/articles/science/926195.htm
2096,2097,小米手表尊享版延期开售：官方致歉,https://www.cnbeta.com/articles/tech/926193.htm
2097,2098,《紫罗兰永恒花园外传》内地定档明年1月10日,https://hot.cnbeta.com/articles/comic/926191.htm
2098,2099,华为P40 Pro相机系统或采用后置五摄布局,https://www.cnbeta.com/articles/tech/926189.htm
2099,2100,王昭君凤凰于飞典藏手办上架：高度还原峡谷美女,https://hot.cnbeta.com/articles/game/926187.htm
2100,2101,定位纯电动四门轿跑 宝马i6或将于2024年推出,https://www.cnbeta.com/articles/tech/926185.htm
2101,2102,还没买到票？赶紧收藏这份2020年春运火车票攻略,https://www.cnbeta.com/articles/tech/926183.htm
2102,2103,2019年十大精彩AI学术论文盘点,https://www.cnbeta.com/articles/science/926181.htm
2103,2104,哈萨克斯坦一载有100人飞机坠毁 视频曝光,https://www.cnbeta.com/articles/tech/926179.htm
2104,2105,中国首座特斯拉V3充电桩开放 充电5分钟能跑120公里,https://www.cnbeta.com/articles/tech/926177.htm
2105,2106,Steam公布2019年度畅销游戏,https://hot.cnbeta.com/articles/game/926175.htm
2106,2107,亚马逊申请专利，扫描双手就知你是谁，或用来结账,https://www.cnbeta.com/articles/tech/926173.htm
2107,2108,国新办：北斗“朋友圈”持续扩大，2020年6月前北斗三号系统全面建成,https://www.cnbeta.com/articles/tech/926171.htm
2108,2109,国产北斗基础产品已出口120余个国家地区,https://www.cnbeta.com/articles/tech/926169.htm
2109,2110,大众概念移动机器人引入“电池车”单元：可同时为多辆汽车服务充电,https://www.cnbeta.com/articles/tech/926167.htm
2110,2111,阿里双中心双总部战略落地：北京总部2024年建成,https://www.cnbeta.com/articles/tech/926165.htm
2111,2112,《宝可梦：剑/盾》攻略书错误太多 官方致歉并发布更正内容,https://hot.cnbeta.com/articles/game/926163.htm
2112,2113,动画电影《妙先生》曝终极预告 没有道理只有选择,https://hot.cnbeta.com/articles/comic/926161.htm
2113,2114,民诉证据规定迎重大修改 电子数据作证据应提供原件,https://www.cnbeta.com/articles/tech/926159.htm
2114,2115,阿里巴巴致信北京：容我们做梦 让我们开始,https://www.cnbeta.com/articles/tech/926157.htm
2115,2116,直播答题死灰复燃 潮起潮落都是钱的事？,https://www.cnbeta.com/articles/tech/926155.htm
2116,2117,任正非谈技术盗窃质疑：领先世界不可能靠偷来的,https://www.cnbeta.com/articles/tech/926153.htm
2117,2118,MIT评2019年最失败技术：波音737、三星折叠屏等上榜,https://www.cnbeta.com/articles/tech/926151.htm
2118,2119,等不及特斯拉上线Cybertruck？那就来看看这辆仿制车吧,https://www.cnbeta.com/articles/tech/926149.htm
2119,2120,[图]LG预热2020年高质量新款SoundBar产品线：可智能调优音效,https://www.cnbeta.com/articles/tech/926147.htm
2120,2121,特斯拉新专利 电池使用寿命或可延长至160万公里,https://www.cnbeta.com/articles/tech/926145.htm
2121,2122,科学家识别出蚊子用腿抵抗杀虫剂的全新机制,https://www.cnbeta.com/articles/science/926143.htm
2122,2123,俄罗斯称第一个部署高超音速武器,https://www.cnbeta.com/articles/science/926141.htm
2123,2124,美一女性因长期使用含汞面霜丧失自理能力,https://www.cnbeta.com/articles/tech/926139.htm
2124,2125,你的行李可能上不了火车 这些千万别带,https://www.cnbeta.com/articles/tech/926137.htm
2125,2126,专家：李小龙女儿可能会获得赔偿 但很难阻止真功夫使用该商标,https://www.cnbeta.com/articles/tech/926135.htm
2126,2127,苹果供应商看好中国5G市场：华为明年或卖出1亿部5G手机,https://www.cnbeta.com/articles/tech/926133.htm
2127,2128,卡兰尼克斩断Uber情缘将去何处？外媒总结4条出路,https://www.cnbeta.com/articles/tech/926131.htm
2128,2129,《现代战争》光追场景体验 配置需求更加亲民,https://hot.cnbeta.com/articles/game/926129.htm
2129,2130,北斗三号系统核心星座部署完成 性能稳中有升,https://www.cnbeta.com/articles/science/926127.htm
2130,2131,2019年科技产业“七宗罪”：5G、三星、华为上榜,https://www.cnbeta.com/articles/tech/926125.htm
2131,2132,没有爆款的2019年 你记住了哪些流量广告？,https://www.cnbeta.com/articles/tech/926123.htm
2132,2133,阿里北京总部今日动工 张勇：投资64亿 坚持在京扎根,https://www.cnbeta.com/articles/tech/926121.htm
2133,2134,创始人被赶出公司后命运几何？乔布斯卷土重来 多数销声匿迹,https://www.cnbeta.com/articles/tech/926119.htm
2134,2135,间歇性禁食虽可能减肥、延缓衰老但存在一个问题,https://www.cnbeta.com/articles/science/926117.htm
2135,2136,最高法确认：微信微博聊天记录可作为证据,https://www.cnbeta.com/articles/tech/926115.htm
2136,2137,“容我们做梦，让我们开始” 阿里巴巴北京总部园区正式奠基,http://www.lieyunwang.com/archives/462096
2137,2138,太会玩！唱鸭推出唢呐、二胡等国风乐器 网友：耳朵亮了,http://www.lieyunwang.com/archives/462094
2138,2139,高保值率日系车全国选，瓜子二手车全国购买天籁能省2万元,http://www.lieyunwang.com/archives/462093
2139,2140,北京出台快递业价格行为规则，禁止价格垄断,http://www.lieyunwang.com/archives/462092
2140,2141,腾讯反舞弊调查60余人被辞退，10余人被移送司法机关,http://www.lieyunwang.com/archives/462091
2141,2142,俞敏洪痛批跑路机构“不负责任”，对创业者提出6大期望,http://www.lieyunwang.com/archives/462090
2142,2143,【猎云早报】微信公众号后台大部分功能已修复；熊猫互娱投资人否认已获王思聪赔偿；百心安完成数千万元B+轮融资,http://www.lieyunwang.com/archives/462089
2143,2144,用Flutter实现一个小说阅读App,https://juejin.im/post/5de5d0d7f265da05b1123ebb
2144,2145,手把手教你学会文本输入的text()接口,https://juejin.im/post/5e057db85188251251354509
2145,2146,2019，前端从业者有多难（这篇文章，我可能在贩卖“焦虑”）,https://juejin.im/post/5e059513e51d45583615adb6
2146,2147,前端废材的自我劝退之路 | 掘金年度征文,https://juejin.im/post/5e0592dee51d45581e441d0b
2147,2148,费米问题——芝加哥有多少钢琴调音师？,https://juejin.im/post/5e054fdb518825126f374011
2148,2149,DevOps专题|基础Agent部署系统,https://juejin.im/post/5e0582abe51d45581d172b0c
2149,2150,[译]块状格式化上下文（BFC）里一个不为人知的秘密,https://juejin.im/post/5e046259518825122c4cb912
2150,2151,[译] React Hooks 底层解析,https://juejin.im/post/5c3c66aae51d4552276d7af6
2151,2152,「分布式系统前沿技术」专题 | 微服务架构何去何从？,https://juejin.im/post/5e057cd7e51d455849688dba
2152,2153,【干货分享】计算机书籍很贵？别瞎找了，我发现了一个宝藏github，贡献给大家,https://juejin.im/post/5e0577e26fb9a01600534eae
2153,2154,腾讯开源项目Angel从LF AI基金会毕业，成为世界顶级AI项目,https://juejin.im/post/5e0582eff265da33e1518f18
2154,2155,数据结构-二叉树遍历算法,https://juejin.im/post/5e008114518825126b262806
2155,2156,Objective-C基础之一（深入理解OC对象）,https://juejin.im/post/5e04a6a16fb9a0163b12d285
2156,2157,Objective-C基础之二（深入理解KVO、KVC）,https://juejin.im/post/5e04a74c51882512203099b4
2157,2158,一只研二萌新被拐进了前端胡同 | 掘金年度征文,https://juejin.im/post/5e0553206fb9a016644d77e9
2158,2159,2019剪短了我的发| 掘金年度征文,https://juejin.im/post/5e055e6d51882512420b1245
2159,2160,Flink零基础教程：并行度和数据重分布,https://juejin.im/post/5e056db8518825124953fecf
2160,2161,初创公司小前端在夹缝中坚强成长 | 掘金年度征文,https://juejin.im/post/5e05075df265da33dd2f6a53
2161,2162,「2019，路漫漫其修远兮」| 掘金年度征文,https://juejin.im/post/5e04ab0b6fb9a015fe568e7d
2162,2163,窥探原理：手写一个 JavaScript 打包器,https://juejin.im/post/5e04c935e51d4557ea02c097
2163,2164,这道JS笔试题你做对了吗？,https://juejin.im/post/5e04d08751882512252dd203
2164,2165,redis精进 - sortset&延时队列,https://juejin.im/post/5e04cd946fb9a0161104dc34
2165,2166,爬虫入门之Requests模块学习,https://juejin.im/post/5e04b264f265da33b0718d90
2166,2167,Flutter之Navigator源码解析,https://juejin.im/post/5ddbd62de51d452314438547
2167,2168,Matrix 之 ApkChecker 的使用,https://juejin.im/post/5e04cdcd6fb9a01662437579
2168,2169,Matrix 之 ResourceCanary 源码分析,https://juejin.im/post/5e04ce28f265da33e0569f5b
2169,2170,,http://xueqiu.com/3908654311/138126732
2170,2171,2020年互联网十大关键词和7大热门公司,http://xueqiu.com/9487181048/138134504
2171,2172,,http://xueqiu.com/5124430882/138133535
2172,2173,【华西地产】金地集团调研交流纪要20191225,http://xueqiu.com/1908154045/138090670
2173,2174,【悬赏】近半年涨幅约60%，预测2020年半导体50ETF涨跌幅？,http://xueqiu.com/1141697219/138068916
2174,2175,金融壹账通凭什么成为独角兽？银行使用服务后客户数增加三倍多,http://xueqiu.com/6344107619/138136530
2175,2176,他活了107岁，股灾中15万变16亿，只因恪守这10条准则,http://xueqiu.com/1329060250/138126761
2176,2177,想在牛市躺赢的人很多，凭什么是你？,http://xueqiu.com/1448459094/138111846
2177,2178,,http://xueqiu.com/3097744858/138049204
2178,2179,【悬赏】拉卡拉拟每10股转10股派20元，乡亲们觉得这个利润分配方案怎么么样？,http://xueqiu.com/8152922548/138135761
2179,2180,赚大钱的持仓,http://xueqiu.com/9742512811/138135289
2180,2181,优中选优之中国建材,http://xueqiu.com/5628354331/138127644
2181,2182,营运利润的构成,http://xueqiu.com/3552430478/138130182
2182,2183,万华化学: 万华二虎六狼今安好?,http://xueqiu.com/2305797032/138105497
2183,2184,封闭基金的机会,http://xueqiu.com/6146592061/138119019
2184,2185,你认为今年自己做的最正确的投资决策是什么？,http://xueqiu.com/1955602780/138125705
2185,2186,今天有这几个事情值得关注,http://xueqiu.com/1062883669/138115993
2186,2187,这个世界存在完美的产品吗，我们该如何应对？,http://xueqiu.com/9730455382/138065293
2187,2188,【悬赏】11天9板！网红经济概念股星期六被爆炒，你怎么看？,http://xueqiu.com/8152922548/138123098
2188,2189,教你从0到1玩转社群营销：方法论+案例分享,http://www.woshipm.com/operate/3259292.html
2189,2190,音乐会员服务趋势：从版权竞争到内容体验,http://www.woshipm.com/it/3259977.html
2190,2191,产品经理必备之如何进行需求分析？,http://www.woshipm.com/pmd/3240627.html
2191,2192,产品周期不可缺少的流程：被遗忘的产品立项,http://www.woshipm.com/pmd/3260042.html
2192,2193,ToB的生意真相，你看到几个？,http://www.woshipm.com/it/3261438.html
2193,2194,深度长文（一）：什么是产品架构？,http://www.woshipm.com/pd/3261211.html
2194,2195,关于获客成本，你需要知道这几点,http://www.woshipm.com/operate/3256255.html
2195,2196,会员制：打败盗版内容的杀手锏,http://www.woshipm.com/it/3259994.html
2196,2197,小程序背后：巨头们各自为阵的四大移动新生态,http://www.woshipm.com/it/3261080.html
2197,2198,Excel数据透视表篇：4个方面出发，解决80%职场需求,http://www.woshipm.com/zhichang/3239207.html
2198,2199,创新的5种可能性：没有创新的企业，都是“套利”,http://www.woshipm.com/chuangye/3260993.html
2199,2200,3个阶段，解析运营活动类产品的设计要点,http://www.woshipm.com/pd/3251592.html
2200,2201,聊聊中台：如何规划中台产品线？,http://www.woshipm.com/pd/3258821.html
2201,2202,对互联网营销/运营人来说，如何快速成长、打造核心竞争力？,http://www.woshipm.com/zhichang/3260184.html
2202,2203,2019产业AI速写：工业篇,http://www.woshipm.com/it/3260476.html
2203,2204,李子柒一年赚1亿多，一个快手网红收入是阿里P8的16倍！,https://www.meihua.info/article/3532309789869056
2204,2205,历届跨年借势案例大盘点，拿走不谢！,https://www.meihua.info/article/3532034170700800
2205,2206,adidas 2020新春特别系列，携群星「新年造万象」,https://www.meihua.info/shots/3533369736741888
2206,2207,三大男主剧火爆年末，精品剧时代降临,http://www.tmtpost.com/4219919.html
2207,2208,2019第十届互联网牛耳人人盛典圆满成功，群星闪耀，年度大奖重磅揭晓,http://www.tmtpost.com/4219953.html
2208,2209,"中国""学徒们""为何学不到""零售之光""塔吉特的精髓？",http://www.tmtpost.com/4219663.html
2209,2210,新氧召开2019医美盛典，未来将深入整合产业链条,http://www.tmtpost.com/4218421.html
2210,2211,高端医疗险遭遇羊毛大军：一年去50次医院，医生协助骗保,http://www.tmtpost.com/4219843.html
2211,2212,埃森哲妙史：世界头号咨询公司的秘密,http://www.tmtpost.com/4219781.html
2212,2213,小程序背后：巨头们各自为阵的四大移动新生态,http://www.tmtpost.com/4219819.html
2213,2214,腾讯发布前三季度内部反腐通报：60余人被辞退，10余人被移送公安司法机关 | 钛快讯,http://www.tmtpost.com/4219828.html
2214,2215,华为折叠屏手机Mate X深度体验：给你一个触摸未来的可能性,http://www.tmtpost.com/4219416.html
2215,2216,用失败来结束太空年,http://www.tmtpost.com/4219763.html
2216,2217,服务失能老人，商业长期护理险未来的发展重点是什么？,http://www.tmtpost.com/4219756.html
2217,2218,微隔离能否拯救物联网安全？,https://www.aqniu.com/news-views/60584.html
2218,2219,ToB公司整体的内容运营如何做？,https://www.yunyingpai.com/content/578821.html
2219,2220,2019-2020：汽车品牌营销的变与不变,https://www.yunyingpai.com/extend/578802.html
2220,2221,2019年大型整合营销类案例盘点,https://www.yunyingpai.com/extend/578790.html
2221,2222,什么样的广告，才能称为走心？,https://www.yunyingpai.com/extend/578496.html
2222,2223,《庆余年》的影视IP营销启示录,https://www.yunyingpai.com/extend/578755.html
2223,2224,大公司头条：2020 中国交通基建投资目标 2.7 万亿元；地方监管部门不受理经销商对酒鬼酒的举报；过去四个季度，iPhone XR 都是全球最畅销手机,http://www.qdaily.com/articles/64933.html?source=feed
2224,2225,「城市早报」寻求环保的欧盟和它的 650 亿农业补贴难题，以及来自全球 10 个城市的新闻,http://www.qdaily.com/articles/64934.html?source=feed
2225,2226,如何评价全新标致 508L？,http://www.zhihu.com/question/315868989/answer/951445590?utm_campaign=rss&utm_medium=rss&utm_source=rss&utm_content=title
2226,2227,领跑联盟的雄鹿和湖人，圣诞节各自不同的败北,http://zhuanlan.zhihu.com/p/99573888?utm_campaign=rss&utm_medium=rss&utm_source=rss&utm_content=title
2227,2228,即将滚蛋的2019年，真的薅了我很多钱,http://36kr.com/p/5278635.html?ktm_source=feed
2228,2229,氪星晚报 | 国产特斯拉12月30日开始交付；华为回应“获政府巨额补贴”报道；阿里布局图片交友产品“图钉”,http://36kr.com/p/5279930.html?ktm_source=feed
2229,2230,席卷美国私募的“信息透明化”浪潮，离中国还远吗？,http://36kr.com/p/5279960.html?ktm_source=feed
2230,2231,专注于微针透皮给药，「揽微」祛斑祛痘医美微针产品明年上市 | 新科技创业2019,http://36kr.com/p/5279953.html?ktm_source=feed
2231,2232,为智能驾驶研发高科技零部件，「楚航科技」的毫米波雷达将在2020年落地量产 | 新科技创业2019,http://36kr.com/p/5279885.html?ktm_source=feed
2232,2233,出海日报 | 阿里巴巴领投印度物流初创公司Xpressbees 1000万美元融资；腾讯支持的Swiggy推出电子钱包,http://36kr.com/p/5279911.html?ktm_source=feed
2233,2234,从无人机土方测量切入帮助开发商数字化转型，「奇志科技」已签约万科、保利等房企 |   新科技创业2019,http://36kr.com/p/5279955.html?ktm_source=feed
2234,2235,高新兴全力以“赋”，为智能网联汽车驾驶大赛提供核心技术支持,http://36kr.com/p/5279951.html?ktm_source=feed
2235,2236,OPPO副总裁吴强：当前竞争环境比拼谁犯的错误更少,http://36kr.com/p/5279947.html?ktm_source=feed
2236,2237,Haaukins：一款高度自动化和可访问的安全教育虚拟化平台,https://www.freebuf.com/articles/terminal/223184.html
2237,2238,本周看什么：《李尸朝鲜》公布多款先导预告，《叶问 4》正式上映,https://sspai.com/post/58131
2238,2239,为 7-Zip 更换个性主题，让它看起来不简陋,https://sspai.com/post/58130
2239,2240,如何在 Word 文档的同一段落内插入自动编号？,https://sspai.com/post/58114
2240,2241,瑞幸“惊醒”星巴克，咖啡走出咖啡馆,http://www.huxiu.com/article/333289.html?f=wangzhan
2241,2242,阿里近日正式推出高质量修图产品“图钉”，这款产品定位是通过制作图片来表达自己的心情,https://www.pingwest.com/s/201521?utm_source=feed
2242,2243,JDI或出售其主要工厂，正与苹果、夏普谈判,https://www.pingwest.com/w/201518?utm_source=feed
2243,2244,据彭博社消息，特斯拉称中国生产的Model 3车型将于12月30日开始向员工交付，首批交付15辆,https://www.pingwest.com/s/201517?utm_source=feed
2244,2245,软银集团今日发布声明称，日本优衣库母公司迅销集团CEO柳井正（Tadashi Yanai）将于12月31日卸任软银董事,https://www.pingwest.com/s/201516?utm_source=feed
2245,2246,北京证监局：不得宣传推广有关虚拟货币的项目或平台,https://www.pingwest.com/w/201514?utm_source=feed
2246,2247,天眼查数据显示，12月25日，微店的运营主体北京口袋时尚科技有限公司发生工商变更，小米创始人雷军卸任该公司董事一职,https://www.pingwest.com/s/201513?utm_source=feed
2247,2248,12月10日腾讯国行Switch发售后，玩家发现通过一系列操作就可以在Switch上免广告观看腾讯视频,https://www.pingwest.com/s/201512?utm_source=feed
2248,2249,微信小程序“火”到海外？这个市场你得关注了,https://www.pingwest.com/a/201507?utm_source=feed
2249,2250,故宫新作《谜宫：金榜题名》，让你回到清朝做侦探,https://www.pingwest.com/a/201502?utm_source=feed
2250,2251,特斯拉宣布在上海金桥超级充电站建成国内首座V3超级充电桩，并正式对外开放，理想状态下用户平均充电时间约可减少50%,https://www.pingwest.com/s/201501?utm_source=feed
2251,2252,27日，工信部发布免征车辆购置税的新能源汽车车型目录（第二十九批），特斯拉（上海）有限公司生产的Model 3在列,https://www.pingwest.com/s/201500?utm_source=feed
2252,2253,天眼查数据显示，12月25日，哈啰出行的运营主体上海钧正网络科技有限公司发生工商变更，哈啰出行联合创始人兼CEO杨磊卸任公司法定代表人、经理一职，由公司研发副总裁任亮亮接任,https://www.pingwest.com/s/201497?utm_source=feed
2253,2254,华为于24日向EUIPO（欧盟专利局）申请HUAWEI NovaBuds商标，商标ID为EUIPO 018171176，该商标隶属耳机种类,https://www.pingwest.com/s/201496?utm_source=feed
2254,2255,JDI或出售其主要工厂，正与苹果、夏普谈判,https://www.pingwest.com/w/201518
2255,2256,北京证监局：不得宣传推广有关虚拟货币的项目或平台,https://www.pingwest.com/w/201514
2256,2257,微信小程序“火”到海外？这个市场你得关注了,https://www.pingwest.com/a/201507
2257,2258,故宫新作《谜宫：金榜题名》，让你回到清朝做侦探,https://www.pingwest.com/a/201502
2258,2259,Inside Design - Recent Stories,https://docs.rsshub.app/design.html#inside-design
2259,2260,Product Hunt - Today Popular,https://docs.rsshub.app/other.html#product-hunt
2260,2261,第二次胶卷游东瀛,http://www.dgtle.com/article-1545777-1.html
2261,2262,24岁宅男的沉浸式游戏&影音体验：坚果J7s 投影仪,http://www.dgtle.com/article-1545874-1.html
2262,2263,「2019 摄影征文」生活很苦，但坚持很酷！,http://www.dgtle.com/article-1548021-1.html
2263,2264,分享你的热爱，数字尾巴 2019 搞机大赛,http://www.dgtle.com/article-1548743-1.html
2264,2265,送给娃们的礼物太多了,http://jandan.net/2019/12/27/gifts-kids.html
2265,2266,在有些文化里，爱和怜悯是同一个词,http://jandan.net/2019/12/27/love-pity.html
2266,2267,特斯拉为上海超级工厂融资16亿美元,http://www.ftchinese.com/story/001085703
2267,2268,三星完成首个HDMI 2.1接口认证：8K电视终于满血,https://www.cnbeta.com/articles/tech/926281.htm
2268,2269,微信搜一搜正式上线“问医生”功能 还能在线挂号,https://www.cnbeta.com/articles/tech/926279.htm
2269,2270,疑似华为5G旗舰Mate Xs入网：充电器最高支持65W输出,https://www.cnbeta.com/articles/tech/926277.htm
2270,2271,爆料称Windows 10 20H1 RTM版已签署：版本号Build 19041,https://www.cnbeta.com/articles/tech/926275.htm
2271,2272,特斯拉：中国生产的Model 3车型将于30日开始交付,https://www.cnbeta.com/articles/tech/926273.htm
2272,2273,不仅能拿补贴 特斯拉国产Model 3还免征购置税,https://www.cnbeta.com/articles/tech/926271.htm
2273,2274,华硕ProArt Q17设计师笔记本上市：29999元,https://www.cnbeta.com/articles/tech/926269.htm
2274,2275,该要环保还是仪式感？圣诞节拆礼物平均每人用半小时,https://www.cnbeta.com/articles/tech/926267.htm
2275,2276,[图]想找初代iPhone的壁纸？iOS和macOS平台官方壁纸合集下载,https://www.cnbeta.com/articles/tech/926265.htm
2276,2277,杀好人救恶人 暗黑国漫《妙先生》发布终极预告,https://hot.cnbeta.com/articles/comic/926263.htm
2277,2278,吸尘器半夜突然“暴走” 户主慌张报警结果太尴尬,https://hot.cnbeta.com/articles/funny/926261.htm
2278,2279,英特尔折叠屏笔记本计划搁浅 部分归咎于Windows 10 X熟得太慢,https://www.cnbeta.com/articles/tech/926259.htm
2279,2280,国产CPU与AMD/Intel差在哪？与7nm工艺无关,https://www.cnbeta.com/articles/tech/926257.htm
2280,2281,传JDI要出售旗下手机面板业务 苹果或夏普可能会接盘,https://www.cnbeta.com/articles/tech/926255.htm
2281,2282,国外玩家记录8年圣诞节游戏聚会场面：将时光珍藏,https://hot.cnbeta.com/articles/game/926253.htm
2282,2283,研究发现城市居民经历更高的气温,https://www.cnbeta.com/articles/science/926251.htm
2283,2284,工信部将国产特斯拉纳入免征购置税新能源车目录,https://www.cnbeta.com/articles/tech/926249.htm
2284,2285,伦敦电动巴士播放音乐警告行人,https://www.cnbeta.com/articles/tech/926247.htm
2285,2286,红旗神秘项目曝光：斥资5.7亿打造全新旗舰轿车,https://www.cnbeta.com/articles/tech/926245.htm
2286,2287,多部新剧明年开播 平台竞争日趋激烈,https://hot.cnbeta.com/articles/movie/926243.htm
2287,2288,腾讯发布游戏主播开挂处罚措施：作弊账号将被永久封禁,https://hot.cnbeta.com/articles/game/926241.htm
2288,2289,交通运输部：严禁通过任何方式强制或变相强制车辆安装ETC,https://www.cnbeta.com/articles/tech/926239.htm
2289,2290,美媒盘点2019年飞越太空的十种物体：有些朝地球呼啸而来,https://www.cnbeta.com/articles/science/926237.htm
2290,2291,中国大神羽毛重回《只狼》速通第一 新年前得偿所愿,https://hot.cnbeta.com/articles/game/926235.htm
2291,2292,由苹果，夏普接手？传JDI关联手机面板业务将脱手,https://www.cnbeta.com/articles/tech/926233.htm
2292,2293,北京证监局等发布关于进一步防范“虚拟货币”交易活动的风险提示,https://www.cnbeta.com/articles/tech/926231.htm
2293,2294,为什么很少听说心脏得癌？心脏究竟最怕什么？,https://www.cnbeta.com/articles/science/926229.htm
2294,2295,被北京二中院发送司法建议 微信财付通：已启动研讨,https://www.cnbeta.com/articles/tech/926227.htm
2295,2296,[图]泰国一监狱闭路系统遭黑客攻击 被放上网络进行直播,https://www.cnbeta.com/articles/tech/926225.htm
2296,2297,国行Switch免广告看腾讯视频Bug已修复,https://hot.cnbeta.com/articles/game/926223.htm
2297,2298,中科大潘建伟、陆朝阳团队实验刷新四项世界纪录,https://www.cnbeta.com/articles/science/926221.htm
2298,2299,身上有“蛇”无法登机 坐飞机时衣服图案要注意？,https://hot.cnbeta.com/articles/funny/926219.htm
2299,2300,微信安卓v7.0.10正式版深色显示没了，腾讯做了个“圣诞假期模式”,https://www.cnbeta.com/articles/tech/926217.htm
2300,2301,《古剑奇谭》又出新作？悬念海报谜团引热议,https://hot.cnbeta.com/articles/game/926215.htm
2301,2302,被收割的游戏代练:我熬了个通宵 一分没挣还赔100元,https://hot.cnbeta.com/articles/game/926213.htm
2302,2303,美国政府同意为地球工程学研究提供资金,https://www.cnbeta.com/articles/science/926211.htm
2303,2304,国际顶级医学期刊《柳叶刀》首发中文论文：谭文斐《给父亲的一封信》,https://www.cnbeta.com/articles/tech/926209.htm
2304,2305,可由应用程序控制的Fingerbot使大多数家居设备变得智能,https://www.cnbeta.com/articles/tech/926207.htm
2305,2306,印度推出换废品大餐活动：1公斤塑料换1顿美食,https://www.cnbeta.com/articles/tech/926205.htm
2306,2307,[图]售价不变容量翻倍：4GB+128GB版Galaxy A30s已在印度线下铺货,https://www.cnbeta.com/articles/tech/926203.htm
2307,2308,科学家发明大脑植入物，可以让盲人重见光明,http://www.alibuybuy.com/posts/96750.html
2308,2309,亚马逊申请专利，扫描双手就知你是谁，或用来结账,http://www.alibuybuy.com/posts/96742.html
2309,2310,特斯拉新专利 电池使用寿命或可延长至160万公里,http://www.alibuybuy.com/posts/96739.html
2310,2311,李川：欧蒙中国的推动者,http://www.lieyunwang.com/archives/462113
2311,2312,计算机视觉算法研发商蓝芯科技完成Pre-A轮融资，维思资本领投,http://www.lieyunwang.com/archives/462111
2312,2313,​AI重构未来 | 玖富数科集团发布“玖智工场”，提升AI教育领域实践参与感,http://www.lieyunwang.com/archives/462110
2313,2314,百度网盘通过两项权威信息安全认证，隐私保护能力达到国际顶级,http://www.lieyunwang.com/archives/462107
2314,2315,大数据智能风控产品提供商布尔数据完成数千万元新一轮融资,http://www.lieyunwang.com/archives/462106
2315,2316,Neuspera Medical 新产品超小植入式神经调控器械，获美国FDA批准开始临床试验,http://www.lieyunwang.com/archives/462105
2316,2317,B2B在线外教服务商飞博教育完成数千万元A+轮融资,http://www.lieyunwang.com/archives/462104
2317,2318,超市购物刷手支付！亚马逊申请掌纹识别新专利,http://www.lieyunwang.com/archives/462103
2318,2319,家居3D建模及云服务提供商积木易搭获亿元A轮融资，投控东海、炼金术联合领投,http://www.lieyunwang.com/archives/462102
2319,2320,天秤座最纠结、银发族不输小鲜肉，阿里CCO首推“极速退款”服务年度报告,http://www.lieyunwang.com/archives/462101
2320,2321,投融双方大打出手，星马教育与三立教育何至如此？,http://www.lieyunwang.com/archives/462099
2321,2322,易观发布全新易观方舟智能用户运营产品套件及ARGO成长模型,http://www.lieyunwang.com/archives/462098
2322,2323,顺风车可解返乡拥堵，哈啰投入8000万春运基金,http://www.lieyunwang.com/archives/462097
2323,2324,暴力递归如何转动态规划,https://juejin.im/post/5da88acd518825092e160481
2324,2325,"天道酬勤,业道酬精 | 掘金年度征文",https://juejin.im/post/5e046c34f265da33f5596a93
2325,2326,恭送2019，静期2020,https://juejin.im/post/5e05bdc5f265da33c2500190
2326,2327,那些你用错了的 React 生命周期,https://juejin.im/post/5e05d2f45188251264167cfc
2327,2328,2019年常见的Linux面试题及答案解析，哪些你还不会？,https://juejin.im/post/5e05c523f265da33b201d9e5
2328,2329,我不知道的 Event Loop，对，我不知道！！,https://juejin.im/post/5e05c0256fb9a0163b12d3f4
2329,2330,一枚23岁初级前端的程序员之路 | 掘金年度征文,https://juejin.im/post/5e0422aef265da33e0569e05
2330,2331,数据库中间件DBLE学习(二) 学习配置schema.xml,https://juejin.im/post/5e04f537f265da33c34e474b
2331,2332,高并发场景下使用缓存需要注意那些问题？,https://juejin.im/post/5e05a876518825124653cce9
2332,2333,Java编码技巧之高效代码50例,https://juejin.im/post/5e05b8f3f265da33c84a6346
2333,2334,深入理解 Java 并发核心机制,https://juejin.im/post/5e05931ee51d45582c27d737
